Ảnh,Thời gian (s),CER,WER
1348,2.936,0.0531,0.3152
1349,2.895,0.0406,0.2437
1350,2.730,0.0403,0.2719
1351,2.723,0.0406,0.2411
1352,3.055,0.0396,0.2323
1353,2.848,0.0470,0.2821
1354,2.765,0.0443,0.2807
1355,3.108,0.0444,0.2623
1356,3.422,0.0532,0.3227
1357,2.650,0.0478,0.2803
1358,2.572,0.0421,0.2568
1359,2.588,0.0427,0.2683
1360,2.520,0.0401,0.2517
1361,2.568,0.0440,0.2675
1362,2.511,0.0478,0.2975
1363,2.560,0.0489,0.2847
1364,2.559,0.0442,0.2854
1365,2.588,0.0435,0.2881
1366,2.630,0.0444,0.2736
1367,2.913,0.0437,0.2655
1368,2.828,0.0439,0.2769
1369,2.579,0.0482,0.3099
1370,2.549,0.0459,0.2540
1371,2.475,0.0459,0.2758
1372,2.811,0.0432,0.2725
1373,2.493,0.0493,0.3149
1374,2.548,0.0442,0.2765
1375,2.576,0.0472,0.3028
1376,2.538,0.0483,0.3037
1377,2.528,0.0410,0.2534
1378,2.586,0.0483,0.2912
1379,2.586,0.0446,0.2646
1380,2.629,0.0451,0.2759
1381,2.650,0.0382,0.2436
1382,2.531,0.0521,0.3111
1383,2.499,0.0461,0.2830
1384,2.489,0.0476,0.2928
1385,2.466,0.0469,0.2847
1386,2.506,0.0424,0.2662
1387,2.446,0.0434,0.2629
1388,2.541,0.0447,0.2713
1389,2.525,0.0448,0.2854
1390,2.575,0.0498,0.3042
1391,2.520,0.0526,0.3294
1392,2.527,0.0428,0.2876
1393,2.542,0.0422,0.2623
1394,2.600,0.0437,0.2870
1395,2.608,0.0475,0.2851
1396,2.527,0.0455,0.2960
1397,2.560,0.0469,0.2794
1398,2.592,0.0542,0.3325
1399,2.587,0.0526,0.3183
1400,2.591,0.0424,0.2787
1401,2.716,0.0445,0.2690
1402,2.593,0.0451,0.2782
1403,2.679,0.0427,0.2500
1404,2.549,0.0450,0.2936
1405,2.574,0.0437,0.2769
1406,2.601,0.0460,0.2918
1407,2.646,0.0497,0.3013
1408,2.558,0.0514,0.3056
1409,2.627,0.0410,0.2572
1410,2.592,0.0469,0.2825
1411,2.641,0.0431,0.2642
1412,2.618,0.0403,0.2552
1413,2.596,0.0459,0.2854
1414,2.573,0.0454,0.2769
1415,2.649,0.0514,0.3277
1416,2.608,0.0511,0.3066
1417,2.565,0.0522,0.3176
1418,2.685,0.0513,0.3226
1419,2.547,0.0512,0.3208
1420,2.665,0.0431,0.2834
1421,2.519,0.0447,0.2894
1422,2.661,0.0487,0.3089
1423,2.545,0.0476,0.2867
1424,2.581,0.0473,0.3172
1425,2.546,0.0476,0.3077
1426,2.623,0.0447,0.2851
1427,2.582,0.0517,0.3004
1428,2.650,0.0455,0.2857
1429,2.601,0.0597,0.3605
1430,2.567,0.0487,0.3131
1431,2.744,0.0478,0.2912
1432,2.568,0.0428,0.2673
1433,2.466,0.0411,0.2518
1434,2.551,0.0415,0.2615
1435,2.572,0.0507,0.3138
1436,2.483,0.0408,0.2511
1437,2.568,0.0506,0.3086
1438,2.592,0.0500,0.3047
1439,2.587,0.0528,0.3240
1440,2.607,0.0427,0.2673
1441,2.485,0.0425,0.2552
1442,2.518,0.0425,0.2550
1443,2.467,0.0483,0.2926
1444,2.399,0.0461,0.2877
1445,2.417,0.0463,0.2881
1446,2.392,0.0432,0.2709
1447,2.468,0.0440,0.2664
1448,2.385,0.0507,0.3224
1449,2.435,0.0472,0.2988
1450,2.455,0.0456,0.2919
1451,2.397,0.0479,0.3080
1452,2.481,0.0483,0.2822
1453,2.367,0.0404,0.2472
1454,2.413,0.0453,0.2797
1455,2.363,0.0472,0.2909
1456,2.447,0.0438,0.2626
1457,2.451,0.0470,0.2775
1458,2.452,0.0455,0.2824
1459,2.442,0.0455,0.2876
1460,2.510,0.0481,0.2984
1461,2.441,0.0432,0.2703
1462,2.463,0.0414,0.2438
1463,2.404,0.0477,0.2950
1464,2.410,0.0465,0.2854
1465,2.378,0.0469,0.2867
1466,2.442,0.0433,0.2473
1467,2.385,0.0421,0.2670
1468,2.384,0.0513,0.3287
1469,2.418,0.0543,0.3333
1470,2.430,0.0395,0.2494
1471,2.444,0.0451,0.2787
1472,2.366,0.0485,0.3037
1473,2.393,0.0420,0.2568
1474,2.437,0.0462,0.2759
1475,2.361,0.0440,0.2945
1476,2.447,0.0409,0.2614
1477,2.404,0.0435,0.2489
1478,2.468,0.0413,0.2551
1479,2.449,0.0440,0.2664
1480,2.368,0.0493,0.3158
1481,2.428,0.0494,0.2920
1482,2.438,0.0391,0.2676
1483,2.369,0.0486,0.2998
1484,2.365,0.0501,0.2960
1485,2.325,0.0536,0.3105
1486,2.405,0.0426,0.2759
1487,2.342,0.0526,0.3357
1488,2.401,0.0470,0.2790
1489,2.383,0.0512,0.3114
1490,2.420,0.0476,0.2921
1491,2.443,0.0435,0.2787
1492,2.392,0.0480,0.2986
1493,2.428,0.0477,0.3030
1494,2.371,0.0431,0.2681
1495,2.360,0.0444,0.2917
1496,2.388,0.0510,0.3232
1497,2.404,0.0450,0.2883
1498,2.387,0.0495,0.2880
1499,2.325,0.0412,0.2615
1500,2.378,0.0429,0.2668
1501,2.394,0.0374,0.2380
1502,2.388,0.0446,0.2783
1503,2.400,0.0481,0.2851
1504,2.450,0.0532,0.3048
1505,2.441,0.0489,0.2715
1506,2.419,0.0449,0.2586
1507,2.382,0.0509,0.3111
1508,2.414,0.0473,0.2950
1509,2.378,0.0473,0.2877
1510,2.444,0.0502,0.3057
1511,2.430,0.0450,0.2647
1512,2.415,0.0486,0.3041
1513,2.398,0.0490,0.3118
1514,2.465,0.0477,0.2930
1515,2.433,0.0471,0.2931
1516,2.408,0.0494,0.2952
1517,2.424,0.0501,0.3044
1518,2.469,0.0484,0.3057
1519,2.338,0.0487,0.3112
1520,2.420,0.0421,0.2581
1521,2.424,0.0409,0.2533
1522,2.359,0.0431,0.2691
1523,2.448,0.0401,0.2540
1524,2.427,0.0547,0.3341
1525,2.422,0.0456,0.2742
1526,2.431,0.0412,0.2700
1527,2.452,0.0403,0.2604
1528,2.390,0.0442,0.2765
1529,2.391,0.0465,0.2795
1530,2.424,0.0442,0.2691
1531,2.367,0.0463,0.2877
1532,2.438,0.0438,0.2795
1533,2.426,0.0465,0.3057
1534,2.483,0.0467,0.3041
1535,2.455,0.0501,0.3333
1536,2.465,0.0455,0.2933
1537,2.433,0.0481,0.2943
1538,2.347,0.0505,0.3148
1539,2.350,0.0496,0.2951
1540,2.367,0.0383,0.2471
1541,2.443,0.0462,0.3031
1542,2.471,0.0431,0.2782
1543,2.386,0.0527,0.3080
1544,2.415,0.0430,0.2556
1545,2.380,0.0416,0.2488
1546,2.399,0.0490,0.2937
1547,2.466,0.0492,0.3122
1548,2.457,0.0482,0.3059
1549,2.407,0.0427,0.2763
1550,2.376,0.0523,0.3271
1551,2.468,0.0471,0.2903
1552,2.448,0.0538,0.3279
1553,2.397,0.0463,0.2949
1554,2.341,0.0452,0.2864
1555,2.426,0.0441,0.2667
1556,2.385,0.0516,0.3218
1557,2.353,0.0484,0.2927
1558,2.410,0.0441,0.2878
1559,2.454,0.0370,0.2506
1560,2.491,0.0446,0.2758
1561,2.424,0.0507,0.3023
1562,2.421,0.0475,0.2889
1563,2.461,0.0404,0.2535
1564,2.404,0.0533,0.3218
1565,2.431,0.0502,0.3048
1566,2.410,0.0464,0.2805
1567,2.461,0.0440,0.2697
1568,2.403,0.0512,0.2942
1569,2.357,0.0481,0.3044
1570,2.361,0.0459,0.2827
1571,2.404,0.0478,0.2744
1572,2.459,0.0437,0.2522
1573,2.418,0.0494,0.3037
1574,2.398,0.0454,0.2691
1575,2.413,0.0432,0.2653
1576,2.378,0.0378,0.2471
1577,2.408,0.0447,0.2688
1578,2.451,0.0530,0.3105
1579,2.414,0.0425,0.2704
1580,2.407,0.0455,0.2840
1581,2.367,0.0457,0.2650
1582,2.374,0.0430,0.2621
1583,2.376,0.0555,0.3333
1584,2.524,0.0402,0.2450
1585,2.471,0.0490,0.2883
1586,2.432,0.0395,0.2564
1587,2.468,0.0487,0.2918
1588,2.418,0.0463,0.2930
1589,2.387,0.0536,0.3258
1590,2.434,0.0441,0.2733
1591,2.399,0.0415,0.2690
1592,2.461,0.0479,0.2844
1593,2.421,0.0409,0.2742
1594,2.396,0.0424,0.2742
1595,2.454,0.0381,0.2477
1596,2.442,0.0462,0.2897
1597,2.457,0.0423,0.2595
1598,2.466,0.0518,0.3094
1599,2.436,0.0374,0.2352
1600,2.477,0.0499,0.3034
1601,2.429,0.0476,0.3030
1602,2.403,0.0490,0.2762
1603,2.388,0.0460,0.2818
1604,2.370,0.0417,0.2471
1605,2.368,0.0473,0.2976
1606,2.466,0.0401,0.2534
1607,2.428,0.0482,0.2819
1608,2.340,0.0474,0.2676
1609,2.415,0.0378,0.2377
1610,2.402,0.0488,0.2864
1611,2.404,0.0546,0.3356
1612,2.432,0.0456,0.2821
1613,2.424,0.0408,0.2653
1614,2.403,0.0493,0.2966
1615,2.357,0.0465,0.2785
1616,2.496,0.0430,0.2700
1617,2.401,0.0432,0.2715
1618,2.340,0.0490,0.2964
1619,2.424,0.0430,0.2818
1620,2.399,0.0452,0.2963
1621,2.463,0.0448,0.2815
1622,2.423,0.0456,0.2828
1623,2.418,0.0414,0.2586
1624,2.388,0.0512,0.3204
1625,2.387,0.0480,0.2966
1626,2.441,0.0461,0.3014
1627,2.471,0.0416,0.2589
1628,2.412,0.0405,0.2777
1629,2.408,0.0454,0.2692
1630,2.401,0.0448,0.2477
1631,2.454,0.0439,0.2784
1632,2.403,0.0493,0.2825
1633,2.440,0.0450,0.2661
1634,2.445,0.0451,0.2727
1635,2.365,0.0397,0.2506
1636,2.413,0.0529,0.3425
1637,2.379,0.0475,0.2890
1638,2.371,0.0420,0.2541
1639,2.418,0.0477,0.2860
1640,2.395,0.0470,0.2970
1641,2.467,0.0421,0.2744
1642,2.491,0.0439,0.2632
1643,2.411,0.0361,0.2300
1644,2.427,0.0514,0.3146
1645,2.450,0.0492,0.3029
1646,2.382,0.0509,0.3014
1647,2.389,0.0427,0.2670
1648,2.344,0.0443,0.2540
1649,2.491,0.0441,0.2694
1650,2.396,0.0512,0.2982
1651,2.420,0.0550,0.3379
1652,2.424,0.0539,0.3185
1653,2.397,0.0450,0.2751
1654,2.388,0.0547,0.3226
1655,2.432,0.0403,0.2597
1656,2.369,0.0452,0.2874
1657,2.446,0.0485,0.2780
1658,2.399,0.0478,0.2828
1659,2.436,0.0447,0.2715
1660,2.389,0.0450,0.2771
1661,2.418,0.0533,0.3261
1662,2.340,0.0497,0.3192
1663,2.486,0.0489,0.3105
1664,2.456,0.0489,0.2892
1665,2.333,0.0490,0.2966
1666,2.415,0.0475,0.2903
1667,2.363,0.0526,0.3278
1668,2.457,0.0428,0.2680
1669,2.404,0.0454,0.3035
1670,2.508,0.0457,0.2742
1671,2.462,0.0448,0.2673
1672,2.455,0.0479,0.3068
1673,2.407,0.0419,0.2448
1674,2.340,0.0425,0.2759
1675,2.438,0.0453,0.2857
1676,2.387,0.0509,0.3257
1677,2.394,0.0420,0.2844
1678,2.448,0.0493,0.3249
1679,2.427,0.0466,0.2995
1680,2.406,0.0427,0.2562
1681,2.409,0.0406,0.2478
1682,2.457,0.0485,0.2964
1683,2.316,0.0439,0.2792
1684,2.431,0.0470,0.2854
1685,2.364,0.0472,0.2877
1686,2.340,0.0491,0.2800
1687,2.441,0.0469,0.2713
1688,2.409,0.0538,0.3088
1689,2.469,0.0439,0.2787
1690,2.427,0.0443,0.2743
1691,2.426,0.0439,0.2683
1692,2.429,0.0491,0.2924
1693,2.430,0.0427,0.2586
1694,2.383,0.0505,0.3022
1695,2.431,0.0518,0.3190
1696,2.399,0.0411,0.2779
1697,2.440,0.0440,0.2671
1698,2.420,0.0487,0.2948
1699,2.432,0.0425,0.2841
1700,2.469,0.0409,0.2609
1701,2.542,0.0465,0.2723
1702,2.487,0.0481,0.2802
1703,2.455,0.0491,0.3025
1704,2.450,0.0530,0.3349
1705,2.644,0.0441,0.2807
1706,2.524,0.0484,0.3138
1707,2.548,0.0477,0.2788
1708,2.529,0.0482,0.2933
1709,2.515,0.0479,0.3098
1710,2.513,0.0427,0.2700
1711,2.452,0.0381,0.2500
1712,2.462,0.0475,0.3022
1713,2.405,0.0442,0.2673
1714,2.469,0.0464,0.2968
1715,2.466,0.0481,0.2970
1716,2.520,0.0470,0.2783
1717,2.492,0.0457,0.2782
1718,2.475,0.0413,0.2723
1719,2.433,0.0439,0.2854
1720,2.477,0.0552,0.3228
1721,2.503,0.0469,0.2876
1722,2.446,0.0456,0.2735
1723,2.513,0.0447,0.2883
1724,2.502,0.0494,0.2920
1725,2.461,0.0478,0.2956
1726,2.441,0.0477,0.2940
1727,2.500,0.0454,0.2944
1728,2.467,0.0423,0.2744
1729,2.485,0.0445,0.2759
1730,2.450,0.0463,0.2914
1731,2.525,0.0463,0.2860
1732,2.465,0.0494,0.3030
1733,2.484,0.0518,0.3311
1734,2.444,0.0448,0.2719
1735,2.468,0.0420,0.2541
1736,2.525,0.0485,0.3117
1737,2.464,0.0383,0.2541
1738,2.469,0.0484,0.2974
1739,2.497,0.0420,0.2580
1740,2.488,0.0492,0.3200
1741,2.446,0.0457,0.2799
1742,2.504,0.0475,0.2980
1743,2.480,0.0532,0.3117
1744,2.400,0.0465,0.2765
1745,2.407,0.0466,0.2863
1746,2.438,0.0417,0.2604
1747,2.381,0.0396,0.2623
1748,2.436,0.0438,0.2818
1749,2.388,0.0472,0.3014
1750,2.381,0.0396,0.2664
1751,2.378,0.0492,0.2934
1752,2.436,0.0415,0.2568
1753,2.469,0.0431,0.2719
1754,2.461,0.0472,0.2910
1755,2.398,0.0435,0.2640
1756,2.426,0.0438,0.2539
1757,2.385,0.0458,0.2959
1758,2.424,0.0444,0.2667
1759,2.458,0.0409,0.2404
1760,2.366,0.0467,0.2860
1761,2.404,0.0456,0.2844
1762,2.426,0.0443,0.2948
1763,2.396,0.0480,0.2860
1764,2.414,0.0495,0.3014
1765,2.486,0.0496,0.2937
1766,2.354,0.0430,0.2644
1767,2.470,0.0441,0.2899
1768,2.426,0.0444,0.2780
1769,2.521,0.0464,0.2823
1770,2.435,0.0441,0.2756
1771,2.372,0.0456,0.2738
1772,2.490,0.0488,0.3013
1773,2.450,0.0478,0.2921
1774,2.473,0.0469,0.2943
1775,2.402,0.0465,0.3005
1776,2.412,0.0467,0.2991
1777,2.400,0.0493,0.2867
1778,2.434,0.0481,0.2968
1779,2.479,0.0452,0.2902
1780,2.440,0.0472,0.2697
1781,2.452,0.0567,0.3539
1782,2.443,0.0457,0.2758
1783,2.348,0.0461,0.2757
1784,2.440,0.0435,0.2754
1785,2.399,0.0369,0.2276
1786,2.431,0.0484,0.3054
1787,2.417,0.0373,0.2477
1788,2.377,0.0493,0.3056
1789,2.401,0.0467,0.2951
1790,2.408,0.0431,0.2675
1791,2.386,0.0447,0.2797
1792,3.327,0.0470,0.2797
1793,2.401,0.0440,0.2700
1794,2.508,0.0494,0.3180
1795,2.442,0.0468,0.2774
1796,2.406,0.0486,0.2932
1797,2.437,0.0497,0.2929
1798,2.395,0.0454,0.2782
1799,2.520,0.0499,0.2950
1800,2.431,0.0507,0.2828
1801,2.387,0.0499,0.3041
1802,2.386,0.0472,0.3052
1803,2.380,0.0473,0.3031
1804,2.371,0.0628,0.3387
1805,2.381,0.0478,0.2828
1806,2.437,0.0498,0.2982
1807,2.430,0.0489,0.2905
1808,2.402,0.0488,0.2844
1809,2.410,0.0463,0.2857
1810,2.425,0.0468,0.2937
1811,2.487,0.0482,0.2995
1812,2.473,0.0453,0.2668
1813,2.407,0.0501,0.3232
1814,2.406,0.0459,0.2973
1815,2.483,0.0488,0.2912
1816,2.399,0.0409,0.2415
1817,2.496,0.0412,0.2576
1818,2.405,0.0415,0.2448
1819,2.867,0.0505,0.3318
1820,2.493,0.0481,0.3118
1821,2.665,0.0434,0.2748
1822,2.482,0.0459,0.2838
1823,2.438,0.0438,0.2857
1824,2.454,0.0494,0.2967
1825,2.420,0.0454,0.2900
1826,2.422,0.0470,0.2886
1827,2.503,0.0452,0.2943
1828,2.415,0.0495,0.3126
1829,2.405,0.0501,0.2998
1830,2.440,0.0500,0.3068
1831,2.483,0.0452,0.2689
1832,2.402,0.0473,0.2929
1833,2.354,0.0462,0.2788
1834,2.431,0.0458,0.2870
1835,2.435,0.0430,0.2652
1836,2.351,0.0489,0.2797
1837,2.401,0.0403,0.2494
1838,2.425,0.0447,0.2648
1839,2.413,0.0459,0.2864
1840,2.400,0.0435,0.2725
1841,2.374,0.0413,0.2646
1842,2.417,0.0464,0.2733
1843,2.417,0.0419,0.2763
1844,2.397,0.0479,0.3102
1845,2.341,0.0520,0.3066
1846,2.419,0.0508,0.2987
1847,2.372,0.0424,0.2437
1848,2.461,0.0444,0.2613
1849,2.387,0.0534,0.3410
1850,2.438,0.0450,0.2785
1851,2.452,0.0480,0.2883
1852,2.397,0.0496,0.3180
1853,2.394,0.0436,0.2887
1854,2.427,0.0441,0.2817
1855,2.470,0.0498,0.3029
1856,2.430,0.0442,0.2665
1857,2.416,0.0497,0.3271
1858,2.444,0.0506,0.3242
1859,2.369,0.0450,0.2638
1860,2.424,0.0429,0.2598
1861,2.413,0.0487,0.3103
1862,2.358,0.0456,0.2800
1863,2.419,0.0439,0.2664
1864,2.345,0.0488,0.2970
1865,2.580,0.0438,0.2656
1866,2.515,0.0464,0.3047
1867,2.494,0.0468,0.2953
1868,2.431,0.0534,0.3271
1869,2.397,0.0428,0.2731
1870,2.497,0.0506,0.3025
1871,2.414,0.0430,0.2800
1872,2.412,0.0446,0.2799
1873,2.411,0.0416,0.2700
1874,2.414,0.0420,0.2547
1875,4.321,0.0508,0.2989
1876,2.810,0.0477,0.2991
1877,2.653,0.0408,0.2600
1878,2.405,0.0552,0.3341
1879,2.472,0.0445,0.2713
1880,2.420,0.0434,0.2682
1881,2.404,0.0483,0.2927
1882,2.450,0.0523,0.2986
1883,2.415,0.0444,0.2811
1884,2.461,0.0454,0.2908
1885,2.428,0.0412,0.2706
1886,2.436,0.0416,0.2573
1887,2.420,0.0464,0.2746
1888,2.451,0.0506,0.3203
1889,2.406,0.0395,0.2442
1890,2.373,0.0363,0.2416
1891,2.464,0.0432,0.2770
1892,2.388,0.0447,0.2967
1893,2.724,0.0433,0.2606
1894,2.381,0.0434,0.2756
1895,2.464,0.0475,0.2736
1896,2.407,0.0511,0.3146
1897,2.442,0.0452,0.2698
1898,2.416,0.0526,0.3103
1899,2.455,0.0511,0.2805
1900,2.451,0.0461,0.2643
1901,2.419,0.0456,0.2661
1902,2.433,0.0512,0.3163
1903,2.483,0.0507,0.3004
1904,2.403,0.0454,0.2897
1905,2.449,0.0578,0.3370
1906,2.446,0.0430,0.2628
1907,2.342,0.0498,0.2959
1908,2.418,0.0489,0.2929
1909,2.420,0.0484,0.2943
1910,2.354,0.0490,0.2867
1911,2.388,0.0465,0.2800
1912,2.461,0.0511,0.3372
1913,2.429,0.0450,0.2627
1914,2.434,0.0427,0.2634
1915,2.433,0.0482,0.2913
1916,2.488,0.0514,0.3122
1917,2.443,0.0420,0.2740
1918,2.461,0.0456,0.2787
1919,2.483,0.0503,0.3126
1920,2.422,0.0557,0.3294
1921,2.680,0.0473,0.2811
1922,2.462,0.0477,0.2844
1923,2.373,0.0419,0.2643
1924,2.475,0.0526,0.3243
1925,2.484,0.0414,0.2522
1926,2.401,0.0462,0.2991
1927,2.470,0.0467,0.2873
1928,2.449,0.0441,0.2800
1929,2.415,0.0446,0.2854
1930,2.431,0.0489,0.3094
1931,2.435,0.0442,0.2854
1932,2.446,0.0431,0.2723
1933,2.394,0.0432,0.2847
1934,2.432,0.0499,0.2887
1935,2.421,0.0491,0.2998
1936,2.418,0.0496,0.3176
1937,2.471,0.0436,0.2568
1938,2.421,0.0378,0.2405
1939,2.394,0.0486,0.3176
1940,2.406,0.0448,0.2834
1941,2.431,0.0455,0.2867
1942,2.337,0.0430,0.2635
1943,2.419,0.0396,0.2437
1944,2.459,0.0488,0.2973
1945,2.484,0.0426,0.2748
1946,2.395,0.0436,0.2885
1947,2.450,0.0503,0.3063
1948,2.472,0.0483,0.2922
1949,2.402,0.0459,0.2929
1950,2.414,0.0459,0.2811
1951,2.430,0.0492,0.3039
1952,2.441,0.0473,0.3110
1953,2.412,0.0413,0.2656
1954,2.459,0.0485,0.2886
1955,2.455,0.0448,0.2897
1956,2.428,0.0461,0.2802
1957,2.393,0.0405,0.2512
1958,2.384,0.0417,0.2573
1959,2.472,0.0491,0.2854
1960,2.460,0.0396,0.2275
1961,2.419,0.0426,0.2587
1962,2.490,0.0457,0.2879
1963,2.450,0.0446,0.2949
1964,2.483,0.0516,0.3135
1965,2.456,0.0485,0.2826
1966,2.457,0.0492,0.2943
1967,2.454,0.0438,0.2733
1968,2.412,0.0445,0.2927
1969,2.448,0.0435,0.2612
1970,2.374,0.0563,0.3479
1971,2.427,0.0409,0.2615
1972,2.396,0.0480,0.2834
1973,2.434,0.0419,0.2793
1974,2.412,0.0485,0.3233
1975,2.410,0.0496,0.2864
1976,2.442,0.0377,0.2371
1977,2.405,0.0456,0.2898
1978,2.467,0.0438,0.2731
1979,2.399,0.0482,0.3107
1980,2.440,0.0491,0.3021
1981,2.436,0.0441,0.2633
1982,2.430,0.0428,0.2748
1983,2.420,0.0502,0.3126
1984,2.391,0.0471,0.2828
1985,2.388,0.0466,0.2760
1986,2.402,0.0455,0.2900
1987,2.455,0.0495,0.3166
1988,2.388,0.0517,0.3318
1989,2.425,0.0486,0.2848
1990,2.456,0.0412,0.2706
1991,2.476,0.0430,0.2785
1992,2.635,0.0484,0.3065
1993,2.452,0.0449,0.2754
1994,2.425,0.0513,0.3221
1995,2.411,0.0436,0.2703
1996,2.406,0.0472,0.3111
1997,2.449,0.0409,0.2653
1998,2.389,0.0472,0.2952
1999,2.407,0.0526,0.3138
2000,2.454,0.0480,0.2984
